Date,Hour,State Library,Collins Place (South),Collins Place (North),Flagstaff Station,Melbourne Central,Town Hall (West),Bourke Street Mall (North),Bourke Street Mall (South),Australia on Collins,Southern Cross Station,Victoria Point,New Quay,Waterfront City,Webb Bridge,Princes Bridge,Flinders St Station Underpass,Sandridge Bridge,Birrarung Marr,QV Market-Elizabeth (West),Flinders St-Elizabeth St (East),Spencer St-Collins St (North),Spencer St-Collins St (South),Bourke St-Russell St (West),Convention/Exhibition Centre,Chinatown-Swanston St (North),Chinatown-Lt Bourke St (South),QV Market-Peel St,Vic Arts Centre,Lonsdale St (South),Lygon St (West),Flinders St-Spring St (West),Flinders St-Spark Lane,Alfred Place,Queen Street (West),Lygon Street (East),Flinders St-Swanston St (West),Spring St-Lonsdale St (South)
13/02/2015,10,11,769,434,1011,955,1869,0,1318,0,514,219,160,37,143,1636,1117,404,319,959,1838,1497,557,437,384,393,0,208,1058,494,196,193,231,365,516,undefined,2795,525
13/02/2015,11,21,661,484,1029,1214,2520,0,2076,0,471,248,181,41,139,1700,1265,832,300,1166,2214,1316,482,553,441,654,0,248,1219,560,237,195,231,324,518,undefined,3088,524
13/02/2015,12,52,1483,716,1231,2643,3628,0,3323,0,1073,540,280,83,574,1698,2154,677,523,1798,3015,2182,707,1204,733,1125,0,315,1340,1277,420,254,371,962,904,undefined,4062,1064
13/02/2015,13,33,1557,715,1406,2500,3869,0,3755,0,978,432,386,81,528,1923,2032,614,416,1803,3084,2138,797,1363,726,1226,0,291,1608,1247,532,242,337,936,823,undefined,4625,932
13/02/2015,14,32,746,515,1050,2200,3245,0,2877,0,618,190,242,77,278,1752,1582,623,303,1292,2745,1586,520,821,650,864,0,214,1365,741,397,202,271,453,664,undefined,4080,586
13/02/2015,15,39,640,656,1368,2329,3403,0,2835,0,763,195,321,73,272,2169,1608,694,602,988,2982,1947,447,754,846,886,0,219,2055,777,455,230,237,284,655,undefined,4703,609
13/02/2015,16,39,764,1084,2243,2429,3573,0,2967,0,1536,291,315,87,346,2307,1837,899,553,842,3372,2742,524,944,808,848,0,162,1845,796,333,297,245,314,556,undefined,5006,503
13/02/2015,17,70,1292,1629,3312,2852,3886,0,2882,0,1994,341,440,135,489,2814,2712,1518,706,661,4007,3396,682,1036,1192,1094,0,162,2100,1021,370,431,403,472,856,undefined,5655,608
13/02/2015,18,41,836,742,1472,2463,3331,0,2221,0,620,246,157,30,248,2332,1860,858,493,507,2895,1877,335,1094,699,1219,0,188,1685,1022,459,203,263,369,491,undefined,4800,468
13/02/2015,19,32,514,351,578,1423,2304,0,1294,0,164,123,60,3,130,1666,926,445,130,346,1825,1030,264,879,344,1146,0,156,1556,835,526,95,126,243,324,undefined,3533,415
13/02/2015,20,28,404,142,300,1194,1472,0,870,0,100,80,34,17,75,904,796,346,48,271,1345,688,178,949,315,1024,0,100,697,871,594,65,123,169,245,undefined,2641,223
13/02/2015,21,31,243,81,217,1593,1466,0,521,0,111,93,109,25,51,818,720,281,74,280,1274,606,202,728,277,913,0,103,647,762,552,59,108,159,207,undefined,2258,177
13/02/2015,22,6,210,101,153,1551,1296,0,339,0,76,74,155,34,42,1521,687,320,121,232,1110,482,171,770,311,738,0,73,1293,759,542,61,130,135,242,undefined,2487,273
13/02/2015,23,8,140,104,126,1200,1621,0,261,0,42,54,147,22,29,740,622,311,147,222,961,329,112,633,239,552,0,48,318,736,462,82,119,135,281,undefined,2039,168
14/02/2015,0,4,99,50,85,737,1244,0,198,0,27,25,120,73,15,386,365,226,34,185,642,233,59,598,136,317,0,38,163,476,216,21,39,54,212,undefined,1653,80
14/02/2015,1,5,42,30,43,442,991,0,103,0,21,16,26,20,11,182,223,80,25,136,292,123,52,455,59,282,0,23,66,329,106,16,26,43,191,undefined,841,71
14/02/2015,2,0,39,17,19,261,998,0,95,0,12,7,43,30,6,129,102,38,27,97,132,32,31,318,28,139,0,19,48,172,52,6,13,38,168,undefined,617,32
14/02/2015,3,1,17,7,22,166,805,0,39,0,8,2,17,12,1,64,60,29,37,72,107,40,14,227,33,62,0,14,28,117,16,4,9,28,118,undefined,406,30
14/02/2015,4,0,11,3,29,72,371,0,62,0,7,4,10,0,0,66,55,42,60,65,88,54,7,129,21,33,0,7,59,72,33,1,3,19,17,undefined,362,18
14/02/2015,5,0,31,15,13,70,413,0,40,0,8,9,11,3,10,55,56,79,45,77,105,63,15,86,16,19,0,13,48,32,6,7,13,29,13,undefined,357,11
14/02/2015,6,1,46,5,43,78,134,0,44,0,52,13,5,0,18,75,70,106,41,143,206,99,12,79,81,17,0,19,54,58,12,14,26,6,22,undefined,355,12
14/02/2015,7,2,96,35,51,181,198,0,78,0,111,17,10,1,22,118,218,133,29,276,387,330,92,109,85,96,0,77,83,81,26,29,43,25,44,undefined,573,46
14/02/2015,8,2,228,64,65,316,455,0,290,0,84,54,57,14,53,414,376,173,83,488,682,403,110,119,127,123,0,129,407,85,64,65,45,72,85,undefined,1057,77
14/02/2015,9,6,255,100,102,556,1072,0,860,0,137,79,116,27,60,652,595,233,172,781,1102,618,114,211,287,166,0,286,608,80,91,100,85,118,164,undefined,1720,182
14/02/2015,10,13,289,160,149,1003,1938,0,1733,0,199,65,197,36,103,926,881,287,344,1187,1655,768,133,355,430,379,0,394,637,153,190,98,162,195,201,undefined,2968,363
14/02/2015,11,15,351,202,154,1620,2891,0,2724,0,219,97,277,70,170,1523,1270,533,636,1531,2124,856,148,666,610,723,0,420,918,192,233,124,231,123,281,undefined,4164,436
14/02/2015,12,184,369,241,160,2248,3415,0,2957,0,204,104,302,103,151,2144,1482,575,1919,1819,2824,976,150,719,898,1098,0,468,1516,299,398,224,402,110,314,undefined,5227,282
14/02/2015,13,124,502,256,136,2620,3925,0,3103,0,185,125,371,106,220,2358,1678,766,5146,1963,3162,853,102,921,1001,1356,0,570,1788,491,548,275,392,156,275,undefined,5939,417
14/02/2015,14,56,448,196,171,2933,3822,0,3312,0,238,152,381,182,193,2523,1812,666,3112,1787,3067,689,131,1150,1112,1375,0,457,2429,454,663,188,306,197,172,undefined,5181,316
14/02/2015,15,75,393,159,141,3160,3960,0,3503,0,232,156,453,153,217,2602,1762,830,1320,1365,2914,716,169,1265,1060,1324,0,350,2662,559,648,97,185,143,216,undefined,5050,299
14/02/2015,16,54,409,216,112,2939,3709,0,3327,0,256,214,728,275,161,2581,1749,741,1111,895,3092,759,136,1271,1131,1283,0,181,1854,555,774,94,297,196,205,undefined,4931,217
14/02/2015,17,65,526,193,101,3023,3603,0,2670,0,313,421,1165,314,176,3035,1790,850,1050,569,2981,787,122,1289,1155,1370,0,176,2080,700,805,120,305,153,230,undefined,5193,294
14/02/2015,18,36,474,162,109,2952,3064,0,1819,0,371,287,1511,381,205,2736,1866,750,1485,440,2583,735,95,1414,1157,1439,0,145,1623,872,1042,119,218,200,169,undefined,4804,311
14/02/2015,19,42,570,144,102,3010,2596,0,1086,0,215,196,1310,456,175,3314,1916,808,1004,502,2290,520,96,1537,856,1589,0,134,2386,1367,1415,114,255,179,202,undefined,4412,353
14/02/2015,20,93,453,159,122,2998,2280,0,715,0,141,132,891,272,97,2998,1638,770,1322,398,2080,354,81,1537,1018,1526,0,120,1571,1489,1754,103,280,204,177,undefined,3889,300
14/02/2015,21,158,375,147,131,2877,2227,0,661,0,120,132,880,322,95,3896,1550,822,2187,379,1866,481,102,1262,998,1384,0,85,2555,1386,1705,139,255,130,196,undefined,4181,238
14/02/2015,22,15,537,174,122,2515,2348,0,720,0,286,653,1456,306,143,3344,1641,1048,7081,381,2208,902,167,1437,871,1280,0,123,1866,1163,1517,332,905,143,380,undefined,4919,440
14/02/2015,23,21,309,180,168,2433,1755,0,629,0,374,396,930,220,105,2554,1286,876,414,438,1729,816,88,1492,802,973,0,101,1234,1064,1193,104,318,132,402,undefined,4039,326
15/02/2015,0,6,179,110,97,1393,1272,0,351,0,78,61,254,61,28,1084,818,530,215,240,1130,326,19,1049,457,688,0,62,398,575,805,49,169,84,375,undefined,2723,137
15/02/2015,1,2,98,50,71,758,729,0,252,0,31,24,46,8,21,536,417,200,70,188,581,158,12,1007,194,538,0,57,195,394,359,30,89,80,280,undefined,1732,106
15/02/2015,2,3,47,23,61,493,552,0,202,0,12,8,20,2,3,300,271,120,94,137,328,87,15,595,74,352,0,39,101,179,137,12,21,23,190,undefined,1181,43
15/02/2015,3,2,24,22,38,397,419,0,136,0,27,9,17,3,5,206,178,94,43,88,278,119,9,577,58,187,0,21,68,232,51,8,34,11,252,undefined,952,31
15/02/2015,4,1,28,15,35,148,182,0,79,0,15,8,8,3,5,89,111,59,57,85,176,77,6,486,52,105,0,18,45,127,28,8,17,17,97,undefined,500,18
15/02/2015,5,0,16,7,17,66,126,0,55,0,3,8,3,1,6,62,66,35,65,39,131,58,6,374,21,69,0,7,48,62,21,8,15,10,38,undefined,355,21
15/02/2015,6,0,26,12,25,91,115,0,67,0,14,6,19,1,20,87,65,58,82,60,130,113,8,161,54,53,0,11,99,57,14,26,26,25,21,undefined,360,12
15/02/2015,7,4,58,18,30,161,169,0,76,0,27,26,78,15,61,175,188,136,156,180,300,276,47,92,159,57,0,61,246,57,35,59,31,33,28,undefined,581,36
15/02/2015,8,0,115,39,47,316,414,0,177,0,82,38,146,39,132,365,313,234,276,362,586,354,44,132,261,153,0,100,554,108,61,56,59,65,74,undefined,1376,62
15/02/2015,9,3,142,64,61,591,817,0,689,0,131,55,292,43,158,943,568,375,382,737,1095,550,84,210,523,209,0,184,1327,97,75,77,143,136,82,undefined,1936,114
15/02/2015,10,100,258,136,137,908,2410,0,2457,0,111,91,428,60,216,1307,972,475,492,1257,1765,559,75,392,609,1032,0,274,1388,176,161,172,246,123,197,undefined,3382,273
15/02/2015,11,65,281,133,137,1204,2550,0,2434,0,146,76,599,125,211,1769,1296,634,1955,1414,2214,599,64,867,880,1514,0,380,1666,303,228,81,239,155,136,undefined,3798,215
15/02/2015,12,179,342,155,113,1860,2745,0,2282,0,145,148,526,111,223,2203,1420,556,1152,1589,2261,637,80,811,879,1165,0,448,2174,404,387,77,294,94,151,undefined,4287,279
15/02/2015,13,201,316,135,97,1791,3006,0,2340,0,142,119,481,151,147,2374,1628,540,594,1689,2328,533,80,806,1038,1268,0,441,2574,501,502,89,268,59,110,undefined,4287,329
15/02/2015,14,205,354,160,146,2366,3230,0,2535,0,136,128,436,128,178,2999,1666,589,922,1580,2459,547,96,1004,902,1311,0,429,2908,581,740,112,312,118,105,undefined,4525,310
15/02/2015,15,89,365,151,133,2210,3162,0,2616,0,165,120,493,156,211,3341,1684,669,569,1275,2544,561,141,896,1043,1197,0,331,3184,624,696,102,291,130,93,undefined,4722,264
15/02/2015,16,40,276,179,115,2322,2859,0,2148,0,146,148,338,113,164,2556,1587,697,385,884,2514,542,138,926,756,1081,0,221,2394,629,703,106,236,143,167,undefined,4358,229
15/02/2015,17,28,323,115,103,1982,2400,0,1733,0,212,223,616,183,158,2054,1363,657,399,491,2211,540,201,830,736,1065,0,153,1823,586,716,82,222,149,151,undefined,3781,175
15/02/2015,18,70,237,159,110,1909,1883,0,913,0,221,223,909,175,121,1749,1278,515,232,360,1770,583,183,933,762,1173,0,135,1447,630,699,67,223,173,146,undefined,3348,216
15/02/2015,19,133,240,55,92,1900,1536,0,504,0,113,119,705,167,108,1465,1068,500,227,379,1688,541,153,897,568,1065,0,95,899,659,1157,42,183,209,114,undefined,2850,161
15/02/2015,20,118,207,61,94,1740,1258,0,386,0,78,119,629,186,108,1321,975,470,211,336,1533,354,123,744,420,951,0,77,494,551,1238,32,101,152,105,undefined,2217,135
15/02/2015,21,108,173,44,62,1355,1024,0,309,0,73,134,677,169,53,1342,1072,522,151,325,1312,282,91,695,371,841,0,67,426,483,1200,35,130,88,113,undefined,2300,153
15/02/2015,22,40,103,35,57,1033,718,0,229,0,134,491,817,110,60,784,639,386,86,214,979,429,86,492,285,551,0,65,264,292,706,22,81,126,94,undefined,1772,69
15/02/2015,23,29,87,22,76,636,473,0,154,0,102,217,381,72,43,460,482,342,38,177,756,307,87,329,166,315,0,49,136,250,435,25,46,96,47,undefined,1241,56
16/02/2015,0,4,33,7,45,305,241,0,57,0,12,26,42,21,16,203,200,111,34,107,257,58,31,208,51,125,0,35,76,231,161,4,25,13,20,undefined,534,28
16/02/2015,1,1,18,17,27,171,106,0,45,0,4,9,19,5,8,91,87,33,19,79,87,22,17,104,33,94,0,7,45,247,62,4,7,4,10,undefined,214,23
16/02/2015,2,0,12,5,14,77,50,0,22,0,5,10,14,3,1,48,59,25,5,82,47,17,6,99,12,27,0,8,21,319,24,1,6,12,10,undefined,150,17
16/02/2015,3,2,15,3,27,44,53,0,25,0,3,37,16,0,0,51,28,11,11,39,44,14,5,96,18,16,0,7,31,161,3,1,10,14,2,undefined,147,5
16/02/2015,4,0,19,4,14,28,28,0,15,0,5,7,1,0,2,44,20,33,5,21,44,22,8,81,17,11,0,2,65,256,6,7,11,4,8,undefined,114,14
16/02/2015,5,0,55,23,97,68,82,0,28,0,45,20,13,2,24,110,112,90,43,41,120,190,50,42,87,20,0,6,174,56,14,11,20,18,9,undefined,287,39
16/02/2015,6,0,204,186,665,158,172,0,69,0,390,90,91,16,141,323,427,227,192,89,486,722,144,57,219,18,0,24,366,51,30,49,51,84,55,undefined,629,47
16/02/2015,7,4,708,683,2074,376,496,0,216,0,1370,230,221,33,269,907,1145,584,498,164,1304,1808,461,136,491,135,0,63,808,171,104,189,151,311,216,undefined,1488,232
16/02/2015,8,13,1781,1607,4815,974,1114,0,573,0,2635,212,354,59,391,1750,2424,1326,835,413,2835,3497,1049,359,923,322,0,156,1984,341,237,367,271,570,751,undefined,3464,747
16/02/2015,9,4,1203,984,2574,873,1266,0,826,0,1274,0,162,31,180,1045,1299,545,290,530,1680,1929,657,285,548,261,0,85,989,275,195,324,375,374,524,undefined,2405,590
16/02/2015,10,7,742,406,927,1099,1690,0,1075,0,366,133,235,46,148,900,915,399,318,557,1814,1507,439,353,609,439,0,101,624,413,194,213,210,273,521,undefined,2434,655
16/02/2015,11,12,612,399,716,1101,2166,0,1896,0,385,205,272,62,143,1201,1163,469,474,648,1963,1129,461,505,606,609,0,129,820,497,202,159,189,301,449,undefined,3160,410
16/02/2015,12,35,1664,666,1209,2424,3235,0,2993,0,929,459,442,126,545,1622,1962,612,740,1194,2809,2031,658,1263,835,1095,0,172,1221,1045,435,403,376,832,804,undefined,3643,956
16/02/2015,13,47,1829,680,1509,2636,3446,0,3294,0,882,443,475,153,544,1799,2047,595,688,981,3282,1913,665,1297,834,1114,0,140,1361,959,514,396,438,804,716,undefined,4056,970
16/02/2015,14,32,799,532,954,2349,3113,0,2730,0,531,233,290,92,239,1552,1527,521,371,753,2733,1411,428,856,647,1062,0,194,1244,715,467,219,234,355,436,undefined,3897,562
16/02/2015,15,35,713,559,1294,2127,2929,0,2384,0,615,242,245,90,182,1712,1384,559,322,692,2687,1778,444,798,803,863,0,191,1338,661,413,242,290,258,458,undefined,4046,519
16/02/2015,16,40,863,976,2428,2420,3211,0,2320,0,1511,380,218,58,272,1961,1648,811,469,634,3301,2708,583,824,903,885,0,157,1532,609,365,379,281,242,463,undefined,4491,467
16/02/2015,17,74,1305,1716,4074,2485,3067,0,2201,0,2433,519,388,66,552,2780,2566,1602,997,666,3730,3718,750,1008,1180,1146,0,175,2277,813,398,516,379,296,788,undefined,4812,519
16/02/2015,18,39,823,849,1685,2227,2294,0,1415,0,974,322,360,81,362,1903,1621,925,1160,490,2803,2043,430,1009,1083,1020,0,190,1441,713,497,242,228,207,422,undefined,3779,351
16/02/2015,19,19,414,280,587,1738,1737,0,643,0,307,153,247,58,192,1315,1141,602,391,441,2029,978,179,931,466,1050,0,130,872,694,530,125,139,109,251,undefined,2782,232
16/02/2015,20,14,308,154,304,1568,1249,0,461,0,120,111,264,50,118,970,877,407,199,350,1566,645,144,788,343,904,0,105,499,535,558,62,112,120,162,undefined,2236,183
16/02/2015,21,11,255,87,165,1322,969,0,315,0,109,64,180,26,93,1088,813,387,106,248,1330,446,131,618,424,738,0,71,552,471,567,37,125,102,159,undefined,1791,154
16/02/2015,22,9,141,56,113,814,606,0,211,0,47,48,83,16,47,523,474,250,63,228,916,314,68,466,186,358,0,66,210,300,412,25,75,178,47,undefined,1204,119
16/02/2015,23,2,91,41,74,567,334,0,108,0,23,9,24,22,14,262,305,177,45,89,479,168,44,211,98,180,0,38,109,235,149,13,22,139,39,undefined,794,48
17/02/2015,0,0,49,21,35,180,160,61,52,0,7,5,24,1,12,138,157,86,13,80,205,57,25,136,22,84,0,15,99,88,64,10,26,57,30,undefined,395,36
17/02/2015,1,0,14,7,10,60,69,16,23,0,5,7,3,0,5,34,49,27,11,75,69,19,10,63,21,71,0,16,23,63,21,2,3,25,20,undefined,119,5
17/02/2015,2,1,9,7,11,53,57,15,20,0,13,1,7,1,1,27,38,11,4,45,38,21,15,62,6,24,0,13,15,42,12,2,3,7,9,undefined,122,12
17/02/2015,3,0,5,3,2,34,23,17,9,0,0,3,10,0,1,38,26,22,12,24,28,17,2,28,4,14,0,3,36,21,22,0,2,11,1,undefined,74,3
17/02/2015,4,0,16,5,5,12,35,9,20,0,4,4,6,0,0,42,17,21,4,18,44,21,3,19,2,7,0,4,38,31,10,5,3,2,5,undefined,65,2
17/02/2015,5,0,61,20,94,66,76,25,20,0,61,22,15,5,28,90,119,85,49,75,133,184,34,18,50,13,0,8,94,24,3,9,17,16,9,undefined,216,17
17/02/2015,6,0,238,180,730,168,187,88,62,0,445,114,106,14,140,307,507,273,191,140,582,891,289,84,221,26,0,37,296,48,33,70,54,82,66,undefined,637,62
17/02/2015,7,2,895,804,2172,453,574,279,241,0,1705,317,228,49,268,919,1090,602,605,308,1250,2144,757,134,607,83,0,104,789,158,105,224,136,323,234,undefined,1642,249
17/02/2015,8,9,2099,1857,5039,1029,1251,770,574,0,3487,472,332,84,453,1751,2436,1261,807,681,2607,4386,1508,290,875,336,0,211,1654,541,197,420,258,620,714,undefined,3340,805
17/02/2015,9,13,1310,1030,2610,857,1128,722,682,0,1725,281,134,21,200,1041,1300,518,334,730,1830,2564,1200,351,406,205,0,166,815,356,189,278,188,405,512,undefined,2437,591
17/02/2015,10,10,681,522,960,1006,1461,1054,1086,0,712,155,106,22,132,869,853,395,317,960,1677,1578,582,413,305,362,0,249,656,364,215,162,198,257,525,undefined,2433,640
17/02/2015,11,21,736,423,805,1353,2239,1482,1709,0,401,195,135,35,151,1052,933,391,331,1248,1802,1260,347,546,388,599,0,241,761,585,251,159,202,274,496,undefined,2976,513
17/02/2015,12,27,1639,657,1150,2333,3405,2461,2826,0,922,324,414,145,509,1566,1749,517,552,1974,2649,2007,699,1190,670,1014,0,350,1081,1041,444,253,305,740,977,undefined,3935,907
17/02/2015,13,26,1592,703,1316,2667,3634,2963,3313,0,940,296,343,93,440,1507,1876,612,485,2003,2948,1975,671,1250,673,1149,0,357,1173,1126,488,286,371,791,963,undefined,4154,906
17/02/2015,14,27,894,474,1019,2183,3082,2279,2391,0,510,222,205,50,193,1449,1299,564,355,1286,2634,1541,436,742,610,971,0,221,917,703,367,217,189,360,552,undefined,4005,515
17/02/2015,15,29,625,531,1221,2205,3078,2339,2442,0,667,244,237,60,206,1599,1326,600,348,878,2647,1822,350,791,617,837,0,221,1033,699,479,181,204,243,588,undefined,4149,547
17/02/2015,16,46,825,994,2450,2571,3323,2314,2379,0,1513,387,259,84,295,1997,1615,851,492,761,2983,2794,567,839,781,926,0,149,1370,776,334,363,243,454,534,undefined,4656,458
17/02/2015,17,65,1401,1779,4129,2558,3239,2369,2252,0,2341,580,337,82,516,2761,2479,1596,993,675,3696,4032,802,1093,1115,1107,0,188,1996,880,369,440,355,432,780,undefined,5176,521
17/02/2015,18,35,895,861,1752,2355,2752,1819,1400,0,1048,307,307,54,362,1943,1607,1003,687,586,2992,2086,363,1093,828,1143,0,189,1344,821,501,233,264,295,465,undefined,4270,358
17/02/2015,19,28,459,317,598,1936,1774,978,720,0,308,150,349,62,158,1200,920,432,306,505,2070,1026,264,981,406,1126,0,134,704,698,485,80,144,180,264,undefined,2839,214
17/02/2015,20,24,347,165,274,1629,1429,507,424,0,145,102,297,82,104,1128,796,383,234,385,1546,663,166,760,318,942,0,92,532,597,658,65,94,137,164,undefined,2278,161
17/02/2015,21,18,239,114,199,1481,993,384,288,0,107,89,162,43,69,900,0,357,136,309,1271,533,134,691,229,736,0,61,520,516,568,55,107,96,145,undefined,1803,186
17/02/2015,22,10,178,68,121,975,692,215,207,0,55,86,107,31,48,695,0,278,123,265,853,323,97,393,197,478,0,63,277,397,366,40,78,164,59,undefined,1889,121
17/02/2015,23,2,88,49,64,596,425,140,118,0,27,14,54,8,22,379,0,200,74,140,565,197,78,299,90,220,0,36,140,265,146,20,41,70,32,undefined,971,68
18/02/2015,0,0,39,5,47,256,197,81,73,0,10,7,31,3,14,163,361,64,17,115,241,68,60,181,82,123,0,29,54,164,62,10,22,17,22,undefined,430,20
18/02/2015,1,4,19,3,27,146,90,33,32,0,5,9,12,2,1,62,65,30,7,49,64,20,15,147,19,70,0,13,24,74,55,4,11,6,11,undefined,163,6
18/02/2015,2,0,11,1,10,60,42,12,9,0,2,1,14,3,0,27,57,14,14,35,43,12,10,54,5,36,0,1,7,36,14,1,8,2,3,undefined,133,8
18/02/2015,3,0,5,3,4,27,28,12,23,0,7,0,1,1,2,26,34,17,15,24,47,10,9,45,8,10,0,2,23,30,8,1,2,9,4,undefined,67,5
18/02/2015,4,0,7,3,7,12,23,18,14,0,1,3,7,1,0,32,37,20,13,26,27,23,1,44,12,7,0,2,38,25,9,5,5,1,8,undefined,85,2
18/02/2015,5,0,53,30,94,73,71,38,24,0,39,14,9,2,28,108,169,89,67,41,103,169,34,30,53,10,0,7,104,16,6,15,20,33,14,undefined,213,15
18/02/2015,6,0,247,180,645,168,181,81,54,0,385,121,77,12,144,390,822,262,319,101,477,774,108,85,297,26,0,22,370,56,27,79,65,144,78,undefined,641,60
18/02/2015,7,4,817,828,2196,356,475,310,273,0,1471,279,208,51,251,905,2016,548,644,191,1262,1933,460,180,587,78,0,78,738,164,96,219,146,232,309,undefined,1621,215
18/02/2015,8,10,1920,1780,5061,989,1132,733,542,0,2842,457,325,62,399,1800,4329,1265,931,510,2510,3822,1045,354,803,312,0,180,1618,330,184,446,389,548,774,undefined,3241,743
18/02/2015,9,13,1240,874,2482,1003,1388,826,725,0,1362,281,157,22,182,1310,2405,542,333,607,1675,2247,664,308,575,234,0,86,1169,285,231,319,206,373,550,undefined,2702,584
18/02/2015,10,11,735,518,875,1091,1811,1197,1092,0,442,239,172,21,137,1319,1463,320,338,610,1586,1575,482,406,435,431,0,145,1117,352,241,164,189,320,543,undefined,2954,644
18/02/2015,11,24,599,464,874,1623,2472,1749,1754,0,394,176,197,55,197,1479,1527,371,307,723,2029,1313,372,667,500,733,0,154,1260,593,260,161,203,312,522,undefined,3278,581
18/02/2015,12,51,1549,696,1148,2526,3491,2657,3223,0,1001,323,408,82,567,1919,2130,610,631,1338,2896,2125,714,1460,803,1241,0,251,1315,1283,453,249,376,857,928,undefined,4235,1013
18/02/2015,13,55,2071,666,1298,2804,4103,3019,3645,0,803,328,459,145,482,1851,2611,629,535,1214,3187,2113,737,1493,814,1255,0,262,1398,1224,450,236,390,796,995,undefined,4715,946
18/02/2015,14,43,810,498,968,2397,3571,2590,2740,0,476,213,286,64,262,1826,2215,502,467,804,2695,1576,441,1039,734,1129,0,182,1571,814,323,239,310,371,570,undefined,4535,523
18/02/2015,15,39,1197,618,1222,2370,3377,2526,2538,0,649,256,252,74,214,2086,2363,672,379,816,2783,1964,444,969,813,1046,0,145,1723,782,335,183,315,270,544,undefined,4219,633
18/02/2015,16,59,796,959,2353,2561,3403,2426,2588,0,1515,388,359,84,220,2374,3188,852,539,816,3180,2803,568,1071,867,1036,0,156,2004,902,340,257,266,309,623,undefined,4858,470
18/02/2015,17,50,1313,1755,3974,2689,3542,2584,2313,0,2247,494,466,101,507,3333,5094,1635,974,1104,4201,3759,740,1269,1193,1409,0,255,2527,945,406,426,417,461,804,undefined,5477,571
18/02/2015,18,36,877,776,1821,2410,2785,2026,1510,0,942,337,463,90,324,2609,3155,877,1156,1273,3183,2083,389,1193,889,1522,0,361,1580,870,481,231,258,314,457,undefined,4427,406
18/02/2015,19,30,403,291,600,2116,1971,1161,726,0,274,138,260,42,163,1769,1905,521,413,1480,2174,1023,255,1180,534,1510,0,487,1342,942,526,95,166,329,334,undefined,3185,290
18/02/2015,20,22,316,136,311,1865,1548,648,415,0,131,77,185,40,100,1325,1588,418,266,1368,1837,700,171,985,396,1320,0,440,979,608,506,63,110,140,211,undefined,2527,251
18/02/2015,21,18,206,138,247,1687,1392,474,308,0,83,69,159,53,67,2417,1397,318,183,968,1503,561,171,898,280,1232,0,347,1941,565,553,64,88,81,176,undefined,2542,196
18/02/2015,22,2,195,103,113,1372,948,288,206,0,71,39,105,36,56,1273,1232,321,108,670,1238,358,116,865,264,1004,0,220,827,471,493,60,101,71,149,undefined,1896,161
18/02/2015,23,13,107,44,115,859,563,194,184,0,52,32,74,31,30,491,809,248,65,198,752,202,93,613,150,620,0,65,239,376,230,27,48,50,145,undefined,1319,121
19/02/2015,0,19,22,11,43,447,285,100,119,0,9,18,26,9,12,180,292,87,37,117,260,86,47,484,59,301,0,37,72,231,90,8,18,20,75,undefined,478,49
19/02/2015,1,8,35,5,22,175,123,63,45,0,20,2,6,1,3,95,80,39,28,83,100,47,22,142,35,115,0,31,32,121,45,8,6,8,44,undefined,248,26
19/02/2015,2,4,7,2,25,60,56,29,20,0,8,1,4,1,0,33,37,20,20,68,44,30,8,97,6,73,0,7,25,42,20,3,10,2,49,undefined,153,3
19/02/2015,3,8,12,1,9,57,26,27,11,0,11,4,5,3,1,27,25,11,6,46,26,13,12,87,1,31,0,1,34,36,11,1,1,15,24,undefined,101,7
19/02/2015,4,1,17,9,8,44,36,12,20,0,4,10,1,0,2,48,59,34,3,24,56,20,0,68,4,21,0,8,45,54,9,8,6,15,8,undefined,115,8
19/02/2015,5,1,49,29,93,72,73,36,22,0,51,16,9,5,21,89,203,99,43,77,96,138,34,40,58,17,0,4,90,25,6,14,24,15,13,undefined,263,25
19/02/2015,6,2,237,169,675,171,170,79,73,0,384,118,91,17,134,311,875,260,170,135,498,727,141,62,235,21,0,37,279,59,42,75,52,68,74,undefined,596,58
19/02/2015,7,3,830,771,2148,459,524,259,252,0,1381,291,200,34,243,975,2099,588,561,333,1262,1814,453,148,533,83,0,92,834,128,88,229,146,225,221,undefined,1583,203
19/02/2015,8,18,1893,2072,5029,1043,1186,710,571,0,2866,505,333,59,375,1767,4188,1275,701,671,2535,3649,971,273,1008,258,0,177,1686,482,210,453,279,525,765,undefined,3150,599
19/02/2015,9,11,1180,962,2382,774,1187,799,711,0,1372,316,182,25,194,1426,2155,576,416,755,1703,2178,640,308,482,190,0,168,1401,313,170,304,187,445,507,undefined,2573,505
19/02/2015,10,91,668,450,1048,1039,1663,1277,1093,0,453,251,190,48,117,1070,1350,340,555,895,1571,1413,411,399,431,438,0,217,934,348,247,152,141,332,569,undefined,2675,547
19/02/2015,11,54,762,518,803,1427,2361,1891,1781,0,451,320,271,64,190,1293,1697,601,308,1109,2026,1270,395,509,447,844,0,310,954,555,238,169,154,438,487,undefined,3138,522
19/02/2015,12,49,1710,740,1223,2527,3540,2969,3028,0,1029,550,779,79,579,1816,2620,661,470,1922,2951,2081,721,1286,754,1376,0,400,1663,1077,402,297,362,891,873,undefined,3837,1020
19/02/2015,13,55,1661,752,1375,2695,3790,3517,3622,0,916,480,729,129,487,2044,2713,564,591,1784,3106,2082,665,1341,792,1653,0,344,1810,1123,625,327,401,988,745,undefined,4666,1085
